metro_code,metro_name,metro_pop,metro_apps,metro_type,variable_name,total_count,loan,denied,is_reliable,reliable_note,odds_ratio,number_denials_compared_to_10_white
42620,"Searcy, AR",78762,301,Micropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
46660,"Valdosta, GA",145315,457,Metropolitan Statistical Area,black,41,34,7,FALSE,No results,,
46660,"Valdosta, GA",145315,457,Metropolitan Statistical Area,latino,19,13,6,FALSE,No results,,
46660,"Valdosta, GA",145315,457,Metropolitan Statistical Area,native,1,0,1,FALSE,No results,,
46660,"Valdosta, GA",145315,457,Metropolitan Statistical Area,asian_cb,12,12,0,FALSE,No results,,
22180,"Fayetteville, NC",519101,1654,Metropolitan Statistical Area,black,231,188,43,FALSE,Not enough variance in variables,2.1,21
22180,"Fayetteville, NC",519101,1654,Metropolitan Statistical Area,latino,163,135,28,FALSE,Not enough variance in variables,2.5,25
22180,"Fayetteville, NC",519101,1654,Metropolitan Statistical Area,native,19,17,2,FALSE,Not enough variance in variables,2.2,22
22180,"Fayetteville, NC",519101,1654,Metropolitan Statistical Area,asian_cb,75,63,12,FALSE,Not enough variance in variables,2,20
31260,"Lufkin, TX",87322,364,Micropolitan Statistical Area,black,19,12,7,FALSE,No results,,
31260,"Lufkin, TX",87322,364,Micropolitan Statistical Area,latino,47,38,9,FALSE,No results,,
31260,"Lufkin, TX",87322,364,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
31260,"Lufkin, TX",87322,364,Micropolitan Statistical Area,asian_cb,8,7,1,FALSE,No results,,
29180,"Lafayette, LA",489914,2145,Metropolitan Statistical Area,black,167,139,28,FALSE,No results,,
29180,"Lafayette, LA",489914,2145,Metropolitan Statistical Area,latino,41,41,0,FALSE,No results,,
29180,"Lafayette, LA",489914,2145,Metropolitan Statistical Area,native,5,4,1,FALSE,No results,,
29180,"Lafayette, LA",489914,2145,Metropolitan Statistical Area,asian_cb,69,65,4,FALSE,No results,,
26900,"Indianapolis-Carmel-Anderson, IN",2029472,22039,Metropolitan Statistical Area,black,1068,937,131,TRUE,Statistically significant disparity,2.4,24
26900,"Indianapolis-Carmel-Anderson, IN",2029472,22039,Metropolitan Statistical Area,latino,920,823,97,TRUE,Statistically significant disparity,2.1,21
26900,"Indianapolis-Carmel-Anderson, IN",2029472,22039,Metropolitan Statistical Area,native,30,28,2,FALSE,Not statistcially significant,1.6,16
26900,"Indianapolis-Carmel-Anderson, IN",2029472,22039,Metropolitan Statistical Area,asian_cb,1513,1372,141,TRUE,Statistically significant disparity,2.4,24
17660,"Coeur d'Alene, ID",157322,2372,Metropolitan Statistical Area,black,2,1,1,FALSE,No results,,
17660,"Coeur d'Alene, ID",157322,2372,Metropolitan Statistical Area,latino,58,57,1,FALSE,No results,,
17660,"Coeur d'Alene, ID",157322,2372,Metropolitan Statistical Area,native,9,9,0,FALSE,No results,,
17660,"Coeur d'Alene, ID",157322,2372,Metropolitan Statistical Area,asian_cb,29,28,1,FALSE,No results,,
47220,"Vineland-Bridgeton, NJ",151906,316,Metropolitan Statistical Area,black,19,15,4,FALSE,Not enough variance in variables,5.5,55
47220,"Vineland-Bridgeton, NJ",151906,316,Metropolitan Statistical Area,latino,74,60,14,FALSE,Not enough variance in variables,6.3,63
47220,"Vineland-Bridgeton, NJ",151906,316,Metropolitan Statistical Area,native,3,3,0,FALSE,Not enough variance in variables,0,0
47220,"Vineland-Bridgeton, NJ",151906,316,Metropolitan Statistical Area,asian_cb,10,9,1,FALSE,Not enough variance in variables,3.1,31
26220,"Hood River, OR",23209,173,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
26220,"Hood River, OR",23209,173,Micropolitan Statistical Area,latino,18,15,3,FALSE,No results,,
26220,"Hood River, OR",23209,173,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
26220,"Hood River, OR",23209,173,Micropolitan Statistical Area,asian_cb,5,5,0,FALSE,No results,,
42980,"Seymour, IN",44025,200,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
42980,"Seymour, IN",44025,200,Micropolitan Statistical Area,latino,25,21,4,FALSE,No results,,
42980,"Seymour, IN",44025,200,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
42980,"Seymour, IN",44025,200,Micropolitan Statistical Area,asian_cb,4,2,2,FALSE,No results,,
30380,"Lewistown, PA",46276,175,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
30380,"Lewistown, PA",46276,175,Micropolitan Statistical Area,latino,3,2,1,FALSE,No results,,
30380,"Lewistown, PA",46276,175,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
30380,"Lewistown, PA",46276,175,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
41980,"San Juan-Bayamón-Caguas, PR",2100207,2136,Metropolitan Statistical Area,black,7,3,4,FALSE,No results,,
41980,"San Juan-Bayamón-Caguas, PR",2100207,2136,Metropolitan Statistical Area,latino,1973,1620,353,FALSE,No results,,
41980,"San Juan-Bayamón-Caguas, PR",2100207,2136,Metropolitan Statistical Area,native,1,0,1,FALSE,No results,,
41980,"San Juan-Bayamón-Caguas, PR",2100207,2136,Metropolitan Statistical Area,asian_cb,19,13,6,FALSE,No results,,
32780,"Medford, OR",216574,2078,Metropolitan Statistical Area,black,9,7,2,FALSE,Not enough variance in variables,2.3,23
32780,"Medford, OR",216574,2078,Metropolitan Statistical Area,latino,147,135,12,FALSE,Not enough variance in variables,1.4,14
32780,"Medford, OR",216574,2078,Metropolitan Statistical Area,native,15,15,0,FALSE,Not enough variance in variables,0,0
32780,"Medford, OR",216574,2078,Metropolitan Statistical Area,asian_cb,47,46,1,FALSE,Not enough variance in variables,0.7,7
21660,"Eugene-Springfield, OR",373340,2951,Metropolitan Statistical Area,black,20,18,2,FALSE,No results,,
21660,"Eugene-Springfield, OR",373340,2951,Metropolitan Statistical Area,latino,131,123,8,FALSE,No results,,
21660,"Eugene-Springfield, OR",373340,2951,Metropolitan Statistical Area,native,22,21,1,FALSE,No results,,
21660,"Eugene-Springfield, OR",373340,2951,Metropolitan Statistical Area,asian_cb,105,99,6,FALSE,No results,,
10540,"Albany-Lebanon, OR",125048,979,Metropolitan Statistical Area,black,7,7,0,FALSE,No results,,
10540,"Albany-Lebanon, OR",125048,979,Metropolitan Statistical Area,latino,50,48,2,FALSE,No results,,
10540,"Albany-Lebanon, OR",125048,979,Metropolitan Statistical Area,native,13,11,2,FALSE,No results,,
10540,"Albany-Lebanon, OR",125048,979,Metropolitan Statistical Area,asian_cb,21,20,1,FALSE,No results,,
39260,"Prineville, OR",23011,244,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
39260,"Prineville, OR",23011,244,Micropolitan Statistical Area,latino,5,5,0,FALSE,No results,,
39260,"Prineville, OR",23011,244,Micropolitan Statistical Area,native,3,3,0,FALSE,No results,,
39260,"Prineville, OR",23011,244,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
46300,"Twin Falls, ID",108599,1183,Metropolitan Statistical Area,black,6,6,0,FALSE,No results,,
46300,"Twin Falls, ID",108599,1183,Metropolitan Statistical Area,latino,146,131,15,FALSE,No results,,
46300,"Twin Falls, ID",108599,1183,Metropolitan Statistical Area,native,7,6,1,FALSE,No results,,
46300,"Twin Falls, ID",108599,1183,Metropolitan Statistical Area,asian_cb,7,6,1,FALSE,No results,,
18700,"Corvallis, OR",91107,640,Metropolitan Statistical Area,black,2,2,0,FALSE,No results,,
18700,"Corvallis, OR",91107,640,Metropolitan Statistical Area,latino,20,20,0,FALSE,No results,,
18700,"Corvallis, OR",91107,640,Metropolitan Statistical Area,native,3,2,1,FALSE,No results,,
18700,"Corvallis, OR",91107,640,Metropolitan Statistical Area,asian_cb,28,25,3,FALSE,No results,,
28900,"Klamath Falls, OR",66921,430,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
28900,"Klamath Falls, OR",66921,430,Micropolitan Statistical Area,latino,31,28,3,FALSE,No results,,
28900,"Klamath Falls, OR",66921,430,Micropolitan Statistical Area,native,10,6,4,FALSE,No results,,
28900,"Klamath Falls, OR",66921,430,Micropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
24420,"Grants Pass, OR",86251,610,Metropolitan Statistical Area,black,1,1,0,FALSE,No results,,
24420,"Grants Pass, OR",86251,610,Metropolitan Statistical Area,latino,20,19,1,FALSE,No results,,
24420,"Grants Pass, OR",86251,610,Metropolitan Statistical Area,native,5,5,0,FALSE,No results,,
24420,"Grants Pass, OR",86251,610,Metropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
45520,"The Dalles, OR",26130,150,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
45520,"The Dalles, OR",26130,150,Micropolitan Statistical Area,latino,13,11,2,FALSE,No results,,
45520,"The Dalles, OR",26130,150,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
45520,"The Dalles, OR",26130,150,Micropolitan Statistical Area,asian_cb,2,2,0,FALSE,No results,,
40700,"Roseburg, OR",109114,645,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
40700,"Roseburg, OR",109114,645,Micropolitan Statistical Area,latino,20,19,1,FALSE,No results,,
40700,"Roseburg, OR",109114,645,Micropolitan Statistical Area,native,6,5,1,FALSE,No results,,
40700,"Roseburg, OR",109114,645,Micropolitan Statistical Area,asian_cb,7,7,0,FALSE,No results,,
25840,"Hermiston-Pendleton, OR",88432,450,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
25840,"Hermiston-Pendleton, OR",88432,450,Micropolitan Statistical Area,latino,77,67,10,FALSE,No results,,
25840,"Hermiston-Pendleton, OR",88432,450,Micropolitan Statistical Area,native,5,5,0,FALSE,No results,,
25840,"Hermiston-Pendleton, OR",88432,450,Micropolitan Statistical Area,asian_cb,7,6,1,FALSE,No results,,
29260,"La Grande, OR",26337,174,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
29260,"La Grande, OR",26337,174,Micropolitan Statistical Area,latino,6,3,3,FALSE,No results,,
29260,"La Grande, OR",26337,174,Micropolitan Statistical Area,native,1,0,1,FALSE,No results,,
29260,"La Grande, OR",26337,174,Micropolitan Statistical Area,asian_cb,3,3,0,FALSE,No results,,
43740,"Somerset, PA",74361,281,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
43740,"Somerset, PA",74361,281,Micropolitan Statistical Area,latino,4,3,1,FALSE,No results,,
43740,"Somerset, PA",74361,281,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
43740,"Somerset, PA",74361,281,Micropolitan Statistical Area,asian_cb,3,3,0,FALSE,No results,,
26500,"Huntingdon, PA",45369,135,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
26500,"Huntingdon, PA",45369,135,Micropolitan Statistical Area,latino,2,1,1,FALSE,No results,,
26500,"Huntingdon, PA",45369,135,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
26500,"Huntingdon, PA",45369,135,Micropolitan Statistical Area,asian_cb,1,0,1,FALSE,No results,,
27780,"Johnstown, PA",133009,421,Metropolitan Statistical Area,black,4,4,0,FALSE,No results,,
27780,"Johnstown, PA",133009,421,Metropolitan Statistical Area,latino,5,5,0,FALSE,No results,,
27780,"Johnstown, PA",133009,421,Metropolitan Statistical Area,native,1,1,0,FALSE,No results,,
27780,"Johnstown, PA",133009,421,Metropolitan Statistical Area,asian_cb,3,3,0,FALSE,No results,,
26860,"Indiana, PA",85032,284,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
26860,"Indiana, PA",85032,284,Micropolitan Statistical Area,latino,2,1,1,FALSE,No results,,
26860,"Indiana, PA",85032,284,Micropolitan Statistical Area,native,1,0,1,FALSE,No results,,
26860,"Indiana, PA",85032,284,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
15540,"Burlington-South Burlington, VT",218784,2139,Metropolitan Statistical Area,black,20,20,0,FALSE,No results,,
15540,"Burlington-South Burlington, VT",218784,2139,Metropolitan Statistical Area,latino,25,21,4,FALSE,No results,,
15540,"Burlington-South Burlington, VT",218784,2139,Metropolitan Statistical Area,native,7,6,1,FALSE,No results,,
15540,"Burlington-South Burlington, VT",218784,2139,Metropolitan Statistical Area,asian_cb,72,69,3,FALSE,No results,,
19060,"Cumberland, MD-WV",98612,307,Metropolitan Statistical Area,black,2,2,0,FALSE,No results,,
19060,"Cumberland, MD-WV",98612,307,Metropolitan Statistical Area,latino,2,2,0,FALSE,No results,,
19060,"Cumberland, MD-WV",98612,307,Metropolitan Statistical Area,native,0,0,0,FALSE,No results,,
19060,"Cumberland, MD-WV",98612,307,Metropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
29740,"Las Cruces, NM",216069,927,Metropolitan Statistical Area,black,7,7,0,FALSE,No results,,
29740,"Las Cruces, NM",216069,927,Metropolitan Statistical Area,latino,359,334,25,FALSE,No results,,
29740,"Las Cruces, NM",216069,927,Metropolitan Statistical Area,native,6,6,0,FALSE,No results,,
29740,"Las Cruces, NM",216069,927,Metropolitan Statistical Area,asian_cb,21,21,0,FALSE,No results,,
35700,"Nogales, AZ",46480,156,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
35700,"Nogales, AZ",46480,156,Micropolitan Statistical Area,latino,74,68,6,FALSE,No results,,
35700,"Nogales, AZ",46480,156,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
35700,"Nogales, AZ",46480,156,Micropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
26020,"Hobbs, NM",70277,232,Micropolitan Statistical Area,black,1,1,0,FALSE,No results,,
26020,"Hobbs, NM",70277,232,Micropolitan Statistical Area,latino,101,93,8,FALSE,No results,,
26020,"Hobbs, NM",70277,232,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
26020,"Hobbs, NM",70277,232,Micropolitan Statistical Area,asian_cb,5,5,0,FALSE,No results,,
40760,"Ruidoso, NM",19461,107,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
40760,"Ruidoso, NM",19461,107,Micropolitan Statistical Area,latino,16,15,1,FALSE,No results,,
40760,"Ruidoso, NM",19461,107,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
40760,"Ruidoso, NM",19461,107,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
43500,"Silver City, NM",27669,65,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
43500,"Silver City, NM",27669,65,Micropolitan Statistical Area,latino,5,5,0,FALSE,No results,,
43500,"Silver City, NM",27669,65,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
43500,"Silver City, NM",27669,65,Micropolitan Statistical Area,asian_cb,1,1,0,FALSE,No results,,
23820,"Gardnerville Ranchos, NV",48132,485,Micropolitan Statistical Area,black,3,2,1,FALSE,No results,,
23820,"Gardnerville Ranchos, NV",48132,485,Micropolitan Statistical Area,latino,30,25,5,FALSE,No results,,
23820,"Gardnerville Ranchos, NV",48132,485,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
23820,"Gardnerville Ranchos, NV",48132,485,Micropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
40740,"Roswell, NM",65144,274,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
40740,"Roswell, NM",65144,274,Micropolitan Statistical Area,latino,100,87,13,FALSE,No results,,
40740,"Roswell, NM",65144,274,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
40740,"Roswell, NM",65144,274,Micropolitan Statistical Area,asian_cb,7,5,2,FALSE,No results,,
12700,"Barnstable Town, MA",213496,1884,Metropolitan Statistical Area,black,41,33,8,FALSE,Not enough variance in variables,5.2,52
12700,"Barnstable Town, MA",213496,1884,Metropolitan Statistical Area,latino,74,70,4,FALSE,Not enough variance in variables,1.1,11
12700,"Barnstable Town, MA",213496,1884,Metropolitan Statistical Area,native,4,4,0,FALSE,Not enough variance in variables,0,0
12700,"Barnstable Town, MA",213496,1884,Metropolitan Statistical Area,asian_cb,27,25,2,FALSE,Not enough variance in variables,0.7,7
38340,"Pittsfield, MA",126425,994,Metropolitan Statistical Area,black,16,14,2,FALSE,No results,,
38340,"Pittsfield, MA",126425,994,Metropolitan Statistical Area,latino,68,63,5,FALSE,No results,,
38340,"Pittsfield, MA",126425,994,Metropolitan Statistical Area,native,1,1,0,FALSE,No results,,
38340,"Pittsfield, MA",126425,994,Metropolitan Statistical Area,asian_cb,18,16,2,FALSE,No results,,
30280,"Lewisburg, TN",32965,255,Micropolitan Statistical Area,black,7,6,1,FALSE,No results,,
30280,"Lewisburg, TN",32965,255,Micropolitan Statistical Area,latino,18,15,3,FALSE,No results,,
30280,"Lewisburg, TN",32965,255,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
30280,"Lewisburg, TN",32965,255,Micropolitan Statistical Area,asian_cb,1,0,1,FALSE,No results,,
18980,"Cullman, AL",82853,322,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
18980,"Cullman, AL",82853,322,Micropolitan Statistical Area,latino,10,7,3,FALSE,No results,,
18980,"Cullman, AL",82853,322,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
18980,"Cullman, AL",82853,322,Micropolitan Statistical Area,asian_cb,4,3,1,FALSE,No results,,
15140,"Brownsville, TN",17623,18,Micropolitan Statistical Area,black,3,3,0,FALSE,No results,,
15140,"Brownsville, TN",17623,18,Micropolitan Statistical Area,latino,0,0,0,FALSE,No results,,
15140,"Brownsville, TN",17623,18,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
15140,"Brownsville, TN",17623,18,Micropolitan Statistical Area,asian_cb,0,0,0,FALSE,No results,,
43180,"Shelbyville, TN",48292,287,Micropolitan Statistical Area,black,4,4,0,FALSE,No results,,
43180,"Shelbyville, TN",48292,287,Micropolitan Statistical Area,latino,29,27,2,FALSE,No results,,
43180,"Shelbyville, TN",48292,287,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
43180,"Shelbyville, TN",48292,287,Micropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
21460,"Enterprise, AL",51662,165,Micropolitan Statistical Area,black,7,7,0,FALSE,No results,,
21460,"Enterprise, AL",51662,165,Micropolitan Statistical Area,latino,8,7,1,FALSE,No results,,
21460,"Enterprise, AL",51662,165,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
21460,"Enterprise, AL",51662,165,Micropolitan Statistical Area,asian_cb,6,5,1,FALSE,No results,,
29980,"Lawrenceburg, TN",43390,153,Micropolitan Statistical Area,black,0,0,0,FALSE,No results,,
29980,"Lawrenceburg, TN",43390,153,Micropolitan Statistical Area,latino,3,3,0,FALSE,No results,,
29980,"Lawrenceburg, TN",43390,153,Micropolitan Statistical Area,native,0,0,0,FALSE,No results,,
29980,"Lawrenceburg, TN",43390,153,Micropolitan Statistical Area,asian_cb,2,2,0,FALSE,No results,,
12940,"Baton Rouge, LA",854318,5016,Metropolitan Statistical Area,black,595,512,83,TRUE,Statistically significant disparity,2.4,24
12940,"Baton Rouge, LA",854318,5016,Metropolitan Statistical Area,latino,155,143,12,FALSE,Not statistcially significant,1.7,17
12940,"Baton Rouge, LA",854318,5016,Metropolitan Statistical Area,native,11,10,1,FALSE,Not statistcially significant,3.5,35
12940,"Baton Rouge, LA",854318,5016,Metropolitan Statistical Area,asian_cb,181,169,12,FALSE,Not statistcially significant,1.9,19
25220,"Hammond, LA",132057,519,Metropolitan Statistical Area,black,32,28,4,FALSE,Not enough variance in variables,1.1,11
25220,"Hammond, LA",132057,519,Metropolitan Statistical Area,latino,18,16,2,FALSE,Not enough variance in variables,0,0
25220,"Hammond, LA",132057,519,Metropolitan Statistical Area,native,1,1,0,FALSE,Not enough variance in variables,9102302.7,91023027
25220,"Hammond, LA",132057,519,Metropolitan Statistical Area,asian_cb,7,6,1,FALSE,Not enough variance in variables,6.5,65
43340,"Shreveport-Bossier City, LA",399619,1431,Metropolitan Statistical Area,black,172,140,32,FALSE,Not statistcially significant,2,20
43340,"Shreveport-Bossier City, LA",399619,1431,Metropolitan Statistical Area,latino,34,28,6,FALSE,Not enough of applications,3.4,34
43340,"Shreveport-Bossier City, LA",399619,1431,Metropolitan Statistical Area,native,3,2,1,FALSE,Not statistcially significant,0.3,3
43340,"Shreveport-Bossier City, LA",399619,1431,Metropolitan Statistical Area,asian_cb,43,39,4,FALSE,Not enough of applications,3.7,37
27340,"Jacksonville, NC",195069,625,Metropolitan Statistical Area,black,25,20,5,FALSE,No results,,
27340,"Jacksonville, NC",195069,625,Metropolitan Statistical Area,latino,28,27,1,FALSE,No results,,
27340,"Jacksonville, NC",195069,625,Metropolitan Statistical Area,native,3,3,0,FALSE,No results,,
27340,"Jacksonville, NC",195069,625,Metropolitan Statistical Area,asian_cb,25,22,3,FALSE,No results,,
24780,"Greenville, NC",178433,1253,Metropolitan Statistical Area,black,159,137,22,FALSE,No results,,
24780,"Greenville, NC",178433,1253,Metropolitan Statistical Area,latino,56,48,8,FALSE,No results,,
24780,"Greenville, NC",178433,1253,Metropolitan Statistical Area,native,4,4,0,FALSE,No results,,
24780,"Greenville, NC",178433,1253,Metropolitan Statistical Area,asian_cb,43,41,2,FALSE,No results,,
47460,"Walla Walla, WA",60365,430,Metropolitan Statistical Area,black,4,3,1,FALSE,No results,,
47460,"Walla Walla, WA",60365,430,Metropolitan Statistical Area,latino,46,44,2,FALSE,No results,,
47460,"Walla Walla, WA",60365,430,Metropolitan Statistical Area,native,1,1,0,FALSE,No results,,
47460,"Walla Walla, WA",60365,430,Metropolitan Statistical Area,asian_cb,4,4,0,FALSE,No results,,
34140,"Moscow, ID",39505,348,Micropolitan Statistical Area,black,2,1,1,FALSE,No results,,
34140,"Moscow, ID",39505,348,Micropolitan Statistical Area,latino,8,8,0,FALSE,No results,,
34140,"Moscow, ID",39505,348,Micropolitan Statistical Area,native,2,1,1,FALSE,No results,,
34140,"Moscow, ID",39505,348,Micropolitan Statistical Area,asian_cb,6,6,0,FALSE,No results,,
32580,"McAllen-Edinburg-Mission, TX",855176,1628,Metropolitan Statistical Area,black,12,9,3,FALSE,Not enough variance in variables,4.5,45
32580,"McAllen-Edinburg-Mission, TX",855176,1628,Metropolitan Statistical Area,latino,1217,1067,150,FALSE,Not enough variance in variables,1.5,15
32580,"McAllen-Edinburg-Mission, TX",855176,1628,Metropolitan Statistical Area,native,2,2,0,FALSE,Not enough variance in variables,0,0
32580,"McAllen-Edinburg-Mission, TX",855176,1628,Metropolitan Statistical Area,asian_cb,48,42,6,FALSE,Not enough variance in variables,2.3,23
11260,"Anchorage, AK",398900,2943,Metropolitan Statistical Area,black,41,37,4,FALSE,Not enough variance in variables,2.4,24
11260,"Anchorage, AK",398900,2943,Metropolitan Statistical Area,latino,114,109,5,FALSE,Not enough variance in variables,1.3,13
11260,"Anchorage, AK",398900,2943,Metropolitan Statistical Area,native,156,153,3,FALSE,Not enough variance in variables,0.3,3
11260,"Anchorage, AK",398900,2943,Metropolitan Statistical Area,asian_cb,177,163,14,FALSE,Not enough variance in variables,2.1,21
26820,"Idaho Falls, ID",145507,1677,Metropolitan Statistical Area,black,6,5,1,FALSE,No results,,
26820,"Idaho Falls, ID",145507,1677,Metropolitan Statistical Area,latino,113,109,4,FALSE,No results,,
26820,"Idaho Falls, ID",145507,1677,Metropolitan Statistical Area,native,5,5,0,FALSE,No results,,
26820,"Idaho Falls, ID",145507,1677,Metropolitan Statistical Area,asian_cb,26,26,0,FALSE,No results,,
46340,"Tyler, TX",227449,1707,Metropolitan Statistical Area,black,67,58,9,FALSE,Not statistcially significant,2,20
46340,"Tyler, TX",227449,1707,Metropolitan Statistical Area,latino,186,158,28,FALSE,Not statistcially significant,1.4,14
46340,"Tyler, TX",227449,1707,Metropolitan Statistical Area,native,9,8,1,FALSE,Not statistcially significant,2.8,28
46340,"Tyler, TX",227449,1707,Metropolitan Statistical Area,asian_cb,49,41,8,FALSE,Not statistcially significant,1.1,11
31020,"Longview, WA",106778,875,Metropolitan Statistical Area,black,4,4,0,FALSE,No results,,
31020,"Longview, WA",106778,875,Metropolitan Statistical Area,latino,28,23,5,FALSE,No results,,
31020,"Longview, WA",106778,875,Metropolitan Statistical Area,native,7,7,0,FALSE,No results,,
31020,"Longview, WA",106778,875,Metropolitan Statistical Area,asian_cb,15,14,1,FALSE,No results,,
33220,"Midland, MI",83355,843,Metropolitan Statistical Area,black,2,2,0,FALSE,No results,,
33220,"Midland, MI",83355,843,Metropolitan Statistical Area,latino,18,18,0,FALSE,No results,,
33220,"Midland, MI",83355,843,Metropolitan Statistical Area,native,2,1,1,FALSE,No results,,
33220,"Midland, MI",83355,843,Metropolitan Statistical Area,asian_cb,8,8,0,FALSE,No results,,
13020,"Bay City, MI",104104,618,Metropolitan Statistical Area,black,0,0,0,FALSE,No results,,
13020,"Bay City, MI",104104,618,Metropolitan Statistical Area,latino,13,12,1,FALSE,No results,,
13020,"Bay City, MI",104104,618,Metropolitan Statistical Area,native,1,1,0,FALSE,No results,,
13020,"Bay City, MI",104104,618,Metropolitan Statistical Area,asian_cb,3,3,0,FALSE,No results,,
30100,"Lebanon, NH-VT",217064,1082,Micropolitan Statistical Area,black,6,3,3,FALSE,No results,,
30100,"Lebanon, NH-VT",217064,1082,Micropolitan Statistical Area,latino,26,22,4,FALSE,No results,,
30100,"Lebanon, NH-VT",217064,1082,Micropolitan Statistical Area,native,1,1,0,FALSE,No results,,
30100,"Lebanon, NH-VT",217064,1082,Micropolitan Statistical Area,asian_cb,30,25,5,FALSE,No results,,
30860,"Logan, UT-ID",137629,1321,Metropolitan Statistical Area,black,3,3,0,FALSE,Not enough variance in variables,0,0
30860,"Logan, UT-ID",137629,1321,Metropolitan Statistical Area,latino,76,72,4,FALSE,Not enough variance in variables,0.8,8
30860,"Logan, UT-ID",137629,1321,Metropolitan Statistical Area,native,5,5,0,FALSE,Not enough variance in variables,0,0
30860,"Logan, UT-ID",137629,1321,Metropolitan Statistical Area,asian_cb,28,27,1,FALSE,Not enough variance in variables,1.7,17
21220,"Elko, NV",54156,360,Micropolitan Statistical Area,black,2,2,0,FALSE,No results,,
21220,"Elko, NV",54156,360,Micropolitan Statistical Area,latino,38,31,7,FALSE,No results,,
21220,"Elko, NV",54156,360,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
21220,"Elko, NV",54156,360,Micropolitan Statistical Area,asian_cb,4,3,1,FALSE,No results,,
12740,"Barre, VT",58350,486,Micropolitan Statistical Area,black,4,3,1,FALSE,No results,,
12740,"Barre, VT",58350,486,Micropolitan Statistical Area,latino,10,8,2,FALSE,No results,,
12740,"Barre, VT",58350,486,Micropolitan Statistical Area,native,3,3,0,FALSE,No results,,
12740,"Barre, VT",58350,486,Micropolitan Statistical Area,asian_cb,3,3,0,FALSE,No results,,
11980,"Athens, TX",81070,368,Micropolitan Statistical Area,black,7,5,2,FALSE,No results,,
11980,"Athens, TX",81070,368,Micropolitan Statistical Area,latino,19,14,5,FALSE,No results,,
11980,"Athens, TX",81070,368,Micropolitan Statistical Area,native,2,2,0,FALSE,No results,,
11980,"Athens, TX",81070,368,Micropolitan Statistical Area,asian_cb,3,2,1,FALSE,No results,,
30980,"Longview, TX",284796,1480,Metropolitan Statistical Area,black,58,43,15,FALSE,Not enough variance in variables,1.4,14
30980,"Longview, TX",284796,1480,Metropolitan Statistical Area,latino,155,131,24,FALSE,Not enough variance in variables,1,10
30980,"Longview, TX",284796,1480,Metropolitan Statistical Area,native,8,6,2,FALSE,Not enough variance in variables,3.6,36
30980,"Longview, TX",284796,1480,Metropolitan Statistical Area,asian_cb,24,16,8,FALSE,Not enough variance in variables,2.8,28
15180,"Brownsville-Harlingen, TX",421666,905,Metropolitan Statistical Area,black,7,7,0,FALSE,No results,,
